protocol,length,src_port,dst_port,anomaly
5,60,40230.0,4003.0,0
5,60,40230.0,2008.0,0
5,60,40230.0,9040.0,0
5,60,40230.0,16993.0,0
5,60,40230.0,2007.0,0
5,60,40230.0,1022.0,0
5,60,40230.0,3390.0,0
5,60,40230.0,406.0,0
5,60,40230.0,2811.0,0
5,60,40230.0,1721.0,0
5,60,40230.0,987.0,0
5,60,40230.0,9207.0,0
5,60,40230.0,3880.0,0
5,60,40230.0,50006.0,1
5,60,40230.0,3301.0,0
5,60,40230.0,1061.0,0
5,60,40230.0,1030.0,0
5,60,40230.0,1183.0,0
5,60,40230.0,8083.0,0
5,60,40230.0,1056.0,0
5,60,40230.0,1044.0,0
5,60,40230.0,1032.0,0
5,60,40230.0,2005.0,0
5,60,40230.0,2967.0,0
5,60,40230.0,1042.0,0
5,60,40230.0,1095.0,0
5,60,40230.0,902.0,0
5,60,40230.0,109.0,0
5,60,40230.0,787.0,0
5,60,40230.0,10616.0,0
5,60,40230.0,55600.0,1
5,60,40230.0,12345.0,0
5,60,40230.0,32772.0,0
5,60,40230.0,1999.0,0
5,60,40230.0,2909.0,0
5,60,40230.0,4045.0,0
5,60,40230.0,19780.0,0
5,60,40230.0,5718.0,0
5,60,40232.0,20031.0,0
5,60,40230.0,726.0,0
5,60,40230.0,49156.0,1
5,60,40230.0,8300.0,0
5,60,40230.0,5903.0,0
5,60,40230.0,5801.0,0
5,60,40230.0,1935.0,0
5,60,40230.0,1141.0,0
5,60,40230.0,1114.0,0
5,60,40230.0,2492.0,0
5,60,40232.0,6969.0,0
5,60,40232.0,79.0,0
5,60,40232.0,8085.0,0
5,60,40232.0,3.0,0
5,60,40232.0,2038.0,0
5,60,40232.0,52822.0,1
5,60,40232.0,55555.0,1
5,60,40232.0,1108.0,0
5,60,40232.0,64680.0,1
5,60,40232.0,3920.0,0
5,60,40232.0,2065.0,0
5,60,40232.0,3851.0,0
5,60,40232.0,1035.0,0
5,60,40232.0,1126.0,0
5,60,40232.0,1198.0,0
5,60,40232.0,13782.0,0
5,60,40232.0,2047.0,0
5,60,40232.0,6565.0,0
5,60,40232.0,3476.0,0
5,60,40232.0,1461.0,0
5,60,40230.0,1309.0,0
5,60,40230.0,49157.0,1
5,60,40232.0,5718.0,0
5,60,40232.0,19780.0,0
5,60,40232.0,4045.0,0
5,60,40232.0,2909.0,0
5,60,40232.0,1999.0,0
5,60,40232.0,32772.0,0
5,60,40232.0,12345.0,0
5,60,40232.0,55600.0,1
5,60,40232.0,10616.0,0
5,60,40232.0,787.0,0
5,60,40232.0,109.0,0
5,60,40232.0,902.0,0
5,60,40232.0,1095.0,0
5,60,40232.0,1042.0,0
5,60,40232.0,2967.0,0
5,60,40232.0,2005.0,0
5,60,40232.0,1032.0,0
5,60,40232.0,1044.0,0
5,60,40232.0,1056.0,0
5,60,40232.0,8083.0,0
5,60,40232.0,1183.0,0
5,60,40232.0,1030.0,0
5,60,40232.0,1061.0,0
5,60,40232.0,3301.0,0
5,60,40232.0,50006.0,1
5,60,40232.0,3880.0,0
5,60,40232.0,9207.0,0
5,60,40232.0,987.0,0
5,60,40232.0,1721.0,0
5,60,40232.0,2811.0,0
5,60,40232.0,406.0,0
5,60,40232.0,3390.0,0
5,60,40232.0,1022.0,0
5,60,40232.0,2007.0,0
5,60,40232.0,16993.0,0
5,60,40232.0,9040.0,0
5,60,40232.0,2008.0,0
5,60,40232.0,4003.0,0
5,60,40232.0,2126.0,0
5,60,40232.0,1688.0,0
5,60,40232.0,8031.0,0
5,60,40232.0,873.0,0
5,60,40232.0,6839.0,0
5,60,40232.0,2492.0,0
5,60,40232.0,1114.0,0
5,60,40232.0,1141.0,0
5,60,40232.0,1935.0,0
5,60,40232.0,5801.0,0
5,60,40232.0,5903.0,0
5,60,40232.0,8300.0,0
5,60,40232.0,49156.0,0
5,60,40232.0,726.0,0
5,60,40230.0,27352.0,1
5,60,40230.0,32778.0,0
5,60,40230.0,1104.0,0
5,60,40230.0,19.0,0
5,60,40230.0,901.0,0
5,60,40230.0,683.0,0
5,60,40230.0,1187.0,0
5,60,40230.0,10004.0,0
5,60,40230.0,119.0,0
5,60,40230.0,9418.0,0
5,60,40230.0,32770.0,0
5,60,40230.0,3030.0,0
5,60,40230.0,32771.0,0
5,60,40230.0,10566.0,0
5,60,40230.0,24444.0,1
5,60,40230.0,593.0,0
5,60,40230.0,1443.0,0
5,60,40230.0,2701.0,0
5,60,40230.0,7512.0,0
5,60,40230.0,6669.0,0
5,60,40232.0,49157.0,0
5,60,40232.0,1309.0,0
5,60,40230.0,1068.0,0
5,60,40230.0,1037.0,0
5,60,40230.0,7625.0,0
5,60,40230.0,4006.0,0
5,60,40230.0,1840.0,0
5,60,40230.0,545.0,0
5,60,40230.0,4224.0,0
5,60,40230.0,5678.0,0
5,60,40230.0,1034.0,0
5,60,40230.0,50800.0,1
5,60,40230.0,1072.0,0
5,60,40230.0,8899.0,0
5,60,40230.0,1102.0,0
5,60,40230.0,33.0,0
5,60,40230.0,52848.0,1
5,60,40230.0,55055.0,1
5,60,40230.0,1718.0,0
5,60,40230.0,1783.0,0
5,60,40230.0,1163.0,0
5,60,40230.0,1098.0,0
5,60,40230.0,10010.0,0
5,60,40230.0,1053.0,0
5,60,40230.0,2021.0,0
5,60,40230.0,513.0,0
5,60,40230.0,2045.0,0
5,60,40230.0,1164.0,0
5,60,40230.0,3011.0,0
5,60,40230.0,5633.0,0
5,60,40230.0,5080.0,0
5,60,40230.0,2001.0,0
5,60,40230.0,2006.0,0
5,60,40230.0,2040.0,0
5,60,40230.0,2998.0,0
5,60,40230.0,1455.0,0
5,60,40230.0,1169.0,0
5,60,40230.0,6106.0,0
5,60,40230.0,1009.0,0
5,60,40230.0,5357.0,0
5,60,40230.0,1039.0,0
5,60,40230.0,366.0,0
5,60,40230.0,7070.0,0
5,60,40230.0,22939.0,0
5,60,40230.0,8082.0,0
5,60,40230.0,33354.0,0
5,60,40232.0,27352.0,0
5,60,40230.0,6025.0,0
5,60,40230.0,3869.0,0
5,60,40230.0,8081.0,0
5,60,40230.0,7911.0,0
5,60,40230.0,5000.0,0
5,60,40230.0,144.0,0
5,60,40230.0,1311.0,0
5,60,40230.0,2068.0,0
5,60,40230.0,4443.0,0
5,60,40232.0,32778.0,0
5,60,40232.0,19.0,0
5,60,40232.0,1104.0,0
5,60,40232.0,901.0,0
5,60,40232.0,683.0,0
5,60,40232.0,1187.0,0
5,60,40232.0,10004.0,0
5,60,40232.0,9418.0,0
5,60,40232.0,119.0,0
5,60,40232.0,593.0,0
5,60,40232.0,24444.0,0
