time,src_ip,dst_ip,protocol,length,src_port,dst_port,label
1774124085.426096300,192.168.159.130,192.168.159.128,TCP,60,40232,8081,1
1774124085.426271700,192.168.159.130,192.168.159.128,TCP,60,40232,3869,1
1774124085.426323600,192.168.159.130,192.168.159.128,TCP,60,40232,6025,1
1774124085.426365500,192.168.159.130,192.168.159.128,TCP,60,40230,5911,1
1774124085.426402600,192.168.159.130,192.168.159.128,TCP,60,40230,1010,1
1774124085.428628500,192.168.159.130,192.168.159.128,TCP,60,40230,1641,1
1774124085.428671100,192.168.159.130,192.168.159.128,TCP,60,40230,44442,1
1774124085.430892200,192.168.159.130,192.168.159.128,TCP,60,40230,5915,1
1774124085.433073000,192.168.159.130,192.168.159.128,TCP,60,40230,1124,1
1774124085.435314600,192.168.159.130,192.168.159.128,TCP,60,40230,1069,1
1774124085.438209700,192.168.159.130,192.168.159.128,TCP,60,40230,30000,1
1774124085.440447500,192.168.159.130,192.168.159.128,TCP,60,40230,3071,1
1774124085.440548300,192.168.159.130,192.168.159.128,TCP,60,40230,1112,1
1774124085.443034100,192.168.159.130,192.168.159.128,TCP,60,40230,61532,1
1774124085.443079000,192.168.159.130,192.168.159.128,TCP,60,40230,900,1
1774124085.443094200,192.168.159.130,192.168.159.128,TCP,60,40230,5405,1
1774124085.443110600,192.168.159.130,192.168.159.128,TCP,60,40230,3283,1
1774124085.443129300,192.168.159.130,192.168.159.128,TCP,60,40230,12174,1
1774124085.443143200,192.168.159.130,192.168.159.128,TCP,60,40230,15742,1
1774124085.511816600,192.168.159.130,192.168.159.128,TCP,60,40230,2048,1
1774124085.514150600,192.168.159.130,192.168.159.128,TCP,60,40230,9071,1
1774124085.514265500,192.168.159.130,192.168.159.128,TCP,60,40230,668,1
1774124085.516582500,192.168.159.130,192.168.159.128,TCP,60,40230,264,1
1774124085.518895000,192.168.159.130,192.168.159.128,TCP,60,40232,8087,1
1774124085.518937200,192.168.159.130,192.168.159.128,TCP,60,40232,7007,1
1774124085.518955000,192.168.159.130,192.168.159.128,TCP,60,40230,3766,1
1774124085.521786900,192.168.159.130,192.168.159.128,TCP,60,40230,9415,1
1774124085.521852900,192.168.159.130,192.168.159.128,TCP,60,40230,5101,1
1774124085.521875900,192.168.159.130,192.168.159.128,TCP,60,40230,5901,1
1774124085.521897400,192.168.159.130,192.168.159.128,TCP,60,40230,1145,1
1774124085.521917100,192.168.159.130,192.168.159.128,TCP,60,40230,2190,1
1774124085.522002000,192.168.159.130,192.168.159.128,TCP,60,40230,6156,1
1774124085.522042600,192.168.159.130,192.168.159.128,TCP,60,40230,7443,1
1774124085.522077400,192.168.159.130,192.168.159.128,TCP,60,40230,3527,1
1774124085.522112900,192.168.159.130,192.168.159.128,TCP,60,40230,1234,1
1774124085.522147800,192.168.159.130,192.168.159.128,TCP,60,40230,1074,1
1774124085.522183000,192.168.159.130,192.168.159.128,TCP,60,40230,10009,1
1774124085.522216500,192.168.159.130,192.168.159.128,TCP,60,40230,903,1
1774124085.522252900,192.168.159.130,192.168.159.128,TCP,60,40230,1533,1
1774124085.522300000,192.168.159.130,192.168.159.128,TCP,60,40230,6789,1
1774124085.522336600,192.168.159.130,192.168.159.128,TCP,60,40230,3031,1
1774124085.522372200,192.168.159.130,192.168.159.128,TCP,60,40230,425,1
1774124085.524563900,192.168.159.130,192.168.159.128,TCP,60,40230,6699,1
1774124085.524702400,192.168.159.130,192.168.159.128,TCP,60,40230,32782,1
1774124085.524729300,192.168.159.130,192.168.159.128,TCP,60,40230,50001,1
1774124085.524767700,192.168.159.130,192.168.159.128,TCP,60,40230,497,1
1774124085.524790500,192.168.159.130,192.168.159.128,TCP,60,40230,2525,1
1774124085.524858600,192.168.159.130,192.168.159.128,TCP,60,40230,1024,1
1774124085.524903900,192.168.159.130,192.168.159.128,TCP,60,40230,7937,1
1774124085.524943500,192.168.159.130,192.168.159.128,TCP,60,40230,6792,1
1774124085.524992000,192.168.159.130,192.168.159.128,TCP,60,40230,1287,1
1774124085.525030300,192.168.159.130,192.168.159.128,TCP,60,40230,49165,1
1774124085.525080800,192.168.159.130,192.168.159.128,TCP,60,40230,5988,1
1774124085.525116300,192.168.159.130,192.168.159.128,TCP,60,40230,543,1
1774124085.525153200,192.168.159.130,192.168.159.128,TCP,60,40230,64623,1
1774124085.525185800,192.168.159.130,192.168.159.128,TCP,60,40230,1047,1
1774124085.525226200,192.168.159.130,192.168.159.128,TCP,60,40230,20000,1
1774124085.525259000,192.168.159.130,192.168.159.128,TCP,60,40230,8291,1
1774124085.525291200,192.168.159.130,192.168.159.128,TCP,60,40230,9595,1
1774124085.525325100,192.168.159.130,192.168.159.128,TCP,60,40230,7741,1
1774124085.525357000,192.168.159.130,192.168.159.128,TCP,60,40230,544,1
1774124085.525390300,192.168.159.130,192.168.159.128,TCP,60,40230,5989,1
1774124085.525422700,192.168.159.130,192.168.159.128,TCP,60,40230,6779,1
1774124085.525462000,192.168.159.130,192.168.159.128,TCP,60,40230,26,1
1774124085.525492800,192.168.159.130,192.168.159.128,TCP,60,40230,6543,1
1774124085.525525000,192.168.159.130,192.168.159.128,TCP,60,40230,1084,1
1774124085.525555900,192.168.159.130,192.168.159.128,TCP,60,40230,1594,1
1774124085.525588500,192.168.159.130,192.168.159.128,TCP,60,40230,10621,1
1774124085.525619700,192.168.159.130,192.168.159.128,TCP,60,40230,9485,1
1774124085.527831900,192.168.159.130,192.168.159.128,TCP,60,40232,1010,1
1774124085.527941200,192.168.159.130,192.168.159.128,TCP,60,40232,5911,1
1774124085.528066000,192.168.159.130,192.168.159.128,TCP,60,40230,1259,1
1774124085.528120400,192.168.159.130,192.168.159.128,TCP,60,40230,1064,1
1774124085.528158300,192.168.159.130,192.168.159.128,TCP,60,40230,10626,1
1774124085.528192100,192.168.159.130,192.168.159.128,TCP,60,40230,2604,1
1774124085.528226500,192.168.159.130,192.168.159.128,TCP,60,40230,63331,1
1774124085.528261000,192.168.159.130,192.168.159.128,TCP,60,40230,2605,1
1774124085.528292900,192.168.159.130,192.168.159.128,TCP,60,40230,5298,1
1774124085.528329200,192.168.159.130,192.168.159.128,TCP,60,40230,3260,1
1774124085.528365600,192.168.159.130,192.168.159.128,TCP,60,40230,13722,1
1774124085.530570900,192.168.159.130,192.168.159.128,TCP,60,40232,44442,1
1774124085.530609300,192.168.159.130,192.168.159.128,TCP,60,40232,1641,1
1774124085.533171900,192.168.159.130,192.168.159.128,TCP,60,40232,1124,1
1774124085.533218200,192.168.159.130,192.168.159.128,TCP,60,40232,5915,1
1774124085.535440400,192.168.159.130,192.168.159.128,TCP,60,40232,1069,1
1774124085.538579100,192.168.159.130,192.168.159.128,TCP,60,40232,30000,1
1774124085.541320900,192.168.159.130,192.168.159.128,TCP,60,40232,1112,1
1774124085.541492500,192.168.159.130,192.168.159.128,TCP,60,40232,3071,1
1774124085.544489200,192.168.159.130,192.168.159.128,TCP,60,40232,15742,1
1774124085.544708300,192.168.159.130,192.168.159.128,TCP,60,40232,12174,1
1774124085.544767700,192.168.159.130,192.168.159.128,TCP,60,40232,3283,1
1774124085.544811300,192.168.159.130,192.168.159.128,TCP,60,40232,5405,1
1774124085.544848900,192.168.159.130,192.168.159.128,TCP,60,40232,900,1
1774124085.544886700,192.168.159.130,192.168.159.128,TCP,60,40232,61532,1
1774124085.612019900,192.168.159.130,192.168.159.128,TCP,60,40232,2048,1
1774124085.614460900,192.168.159.130,192.168.159.128,TCP,60,40232,668,1
1774124085.614510500,192.168.159.130,192.168.159.128,TCP,60,40232,9071,1
1774124085.616698800,192.168.159.130,192.168.159.128,TCP,60,40232,264,1
1774124085.619013700,192.168.159.130,192.168.159.128,TCP,60,40232,3766,1
1774124085.619056800,192.168.159.130,192.168.159.128,TCP,60,40230,1111,1
1774124085.619074000,192.168.159.130,192.168.159.128,TCP,60,40230,52869,1
1774124085.621924300,192.168.159.130,192.168.159.128,TCP,60,40232,5101,1
1774124085.621991600,192.168.159.130,192.168.159.128,TCP,60,40232,9415,1
1774124085.624171400,192.168.159.130,192.168.159.128,TCP,60,40232,425,1
1774124085.624236300,192.168.159.130,192.168.159.128,TCP,60,40232,3031,1
1774124085.624260600,192.168.159.130,192.168.159.128,TCP,60,40232,6789,1
1774124085.624279400,192.168.159.130,192.168.159.128,TCP,60,40232,1533,1
1774124085.624312700,192.168.159.130,192.168.159.128,TCP,60,40232,903,1
1774124085.624331500,192.168.159.130,192.168.159.128,TCP,60,40232,10009,1
1774124085.624424500,192.168.159.130,192.168.159.128,TCP,60,40232,1074,1
1774124085.624450200,192.168.159.130,192.168.159.128,TCP,60,40232,1234,1
1774124085.624472000,192.168.159.130,192.168.159.128,TCP,60,40232,3527,1
1774124085.624490600,192.168.159.130,192.168.159.128,TCP,60,40232,7443,1
1774124085.624508200,192.168.159.130,192.168.159.128,TCP,60,40232,6156,1
1774124085.624528600,192.168.159.130,192.168.159.128,TCP,60,40232,2190,1
1774124085.624548900,192.168.159.130,192.168.159.128,TCP,60,40232,1145,1
1774124085.624570700,192.168.159.130,192.168.159.128,TCP,60,40232,5901,1
1774124085.626747700,192.168.159.130,192.168.159.128,TCP,60,40232,9485,1
1774124085.626840600,192.168.159.130,192.168.159.128,TCP,60,40232,10621,1
1774124085.626866400,192.168.159.130,192.168.159.128,TCP,60,40232,1594,1
1774124085.626888100,192.168.159.130,192.168.159.128,TCP,60,40232,1084,1
1774124085.626910900,192.168.159.130,192.168.159.128,TCP,60,40232,6543,1
1774124085.626931900,192.168.159.130,192.168.159.128,TCP,60,40232,26,1
1774124085.626956700,192.168.159.130,192.168.159.128,TCP,60,40232,6779,1
1774124085.626978600,192.168.159.130,192.168.159.128,TCP,60,40232,5989,1
1774124085.627002800,192.168.159.130,192.168.159.128,TCP,60,40232,544,1
1774124085.627023800,192.168.159.130,192.168.159.128,TCP,60,40232,7741,1
1774124085.627047700,192.168.159.130,192.168.159.128,TCP,60,40232,9595,1
1774124085.627068900,192.168.159.130,192.168.159.128,TCP,60,40232,8291,1
1774124085.627092800,192.168.159.130,192.168.159.128,TCP,60,40232,20000,1
1774124085.627113500,192.168.159.130,192.168.159.128,TCP,60,40232,1047,1
1774124085.627138100,192.168.159.130,192.168.159.128,TCP,60,40232,64623,1
1774124085.627161400,192.168.159.130,192.168.159.128,TCP,60,40232,543,1
1774124085.627182200,192.168.159.130,192.168.159.128,TCP,60,40232,5988,1
1774124085.627221700,192.168.159.130,192.168.159.128,TCP,60,40232,49165,1
1774124085.627257100,192.168.159.130,192.168.159.128,TCP,60,40232,1287,1
1774124085.627283800,192.168.159.130,192.168.159.128,TCP,60,40232,6792,1
1774124085.627435200,192.168.159.130,192.168.159.128,TCP,60,40232,7937,1
1774124085.627460500,192.168.159.130,192.168.159.128,TCP,60,40232,1024,1
1774124085.627482600,192.168.159.130,192.168.159.128,TCP,60,40232,2525,1
1774124085.627503500,192.168.159.130,192.168.159.128,TCP,60,40232,497,1
1774124085.627524700,192.168.159.130,192.168.159.128,TCP,60,40232,50001,1
1774124085.627546800,192.168.159.130,192.168.159.128,TCP,60,40232,32782,1
1774124085.627563600,192.168.159.130,192.168.159.128,TCP,60,40232,6699,1
1774124085.629771800,192.168.159.130,192.168.159.128,TCP,60,40232,13722,1
1774124085.629823000,192.168.159.130,192.168.159.128,TCP,60,40232,3260,1
1774124085.629843700,192.168.159.130,192.168.159.128,TCP,60,40232,5298,1
1774124085.629863800,192.168.159.130,192.168.159.128,TCP,60,40232,2605,1
1774124085.629884000,192.168.159.130,192.168.159.128,TCP,60,40232,63331,1
1774124085.629904000,192.168.159.130,192.168.159.128,TCP,60,40232,2604,1
1774124085.629922900,192.168.159.130,192.168.159.128,TCP,60,40232,10626,1
1774124085.629942000,192.168.159.130,192.168.159.128,TCP,60,40232,1064,1
1774124085.629962400,192.168.159.130,192.168.159.128,TCP,60,40232,1259,1
1774124085.629987100,192.168.159.130,192.168.159.128,TCP,60,40230,8042,1
1774124085.630007700,192.168.159.130,192.168.159.128,TCP,60,40230,6002,1
1774124085.632149900,192.168.159.130,192.168.159.128,TCP,60,40230,5902,1
1774124085.632198300,192.168.159.130,192.168.159.128,TCP,60,40230,7025,1
1774124085.634407900,192.168.159.130,192.168.159.128,TCP,60,40230,57797,1
1774124085.634802000,192.168.159.130,192.168.159.128,TCP,60,40230,54328,1
1774124085.637040500,192.168.159.130,192.168.159.128,TCP,60,40230,667,1
1774124085.639334300,192.168.159.130,192.168.159.128,TCP,60,40230,16992,1
1774124085.642718800,192.168.159.130,192.168.159.128,TCP,60,40230,5961,1
1774124085.642832800,192.168.159.130,192.168.159.128,TCP,60,40230,8649,1
1774124085.645044100,192.168.159.130,192.168.159.128,TCP,60,40230,765,1
1774124085.645140000,192.168.159.130,192.168.159.128,TCP,60,40230,3827,1
1774124085.645194900,192.168.159.130,192.168.159.128,TCP,60,40230,8600,1
1774124085.645231600,192.168.159.130,192.168.159.128,TCP,60,40230,1065,1
1774124085.645265400,192.168.159.130,192.168.159.128,TCP,60,40230,1029,1
1774124085.645302900,192.168.159.130,192.168.159.128,TCP,60,40230,3828,1
1774124085.712213400,192.168.159.130,192.168.159.128,TCP,60,40230,9618,1
1774124085.715412200,192.168.159.130,192.168.159.128,TCP,60,40230,1862,1
1774124085.715528500,192.168.159.130,192.168.159.128,TCP,60,40230,1038,1
1774124085.717859800,192.168.159.130,192.168.159.128,TCP,60,40230,49161,1
1774124085.721546600,192.168.159.130,192.168.159.128,TCP,60,40232,52869,1
1774124085.721893200,192.168.159.130,192.168.159.128,TCP,60,40232,1111,1
1774124085.722009900,192.168.159.130,192.168.159.128,TCP,60,40230,8100,1
1774124085.724266600,192.168.159.130,192.168.159.128,TCP,60,40230,88,1
1774124085.724366400,192.168.159.130,192.168.159.128,TCP,60,40230,6788,1
1774124085.724408100,192.168.159.130,192.168.159.128,TCP,60,40230,6007,1
1774124085.727018000,192.168.159.130,192.168.159.128,TCP,60,40230,2034,1
1774124085.727120400,192.168.159.130,192.168.159.128,TCP,60,40230,6692,1
1774124085.727219000,192.168.159.130,192.168.159.128,TCP,60,40230,19350,1
1774124085.727996900,192.168.159.130,192.168.159.128,TCP,60,40230,30718,1
1774124085.728025300,192.168.159.130,192.168.159.128,TCP,60,40230,163,1
1774124085.728044300,192.168.159.130,192.168.159.128,TCP,60,40230,512,1
1774124085.728065400,192.168.159.130,192.168.159.128,TCP,60,40230,3371,1
1774124085.728083500,192.168.159.130,192.168.159.128,TCP,60,40230,6,1
1774124085.728732200,192.168.159.130,192.168.159.128,TCP,60,40230,1041,1
1774124085.728771900,192.168.159.130,192.168.159.128,TCP,60,40230,9917,1
1774124085.728811400,192.168.159.130,192.168.159.128,TCP,60,40230,49155,1
1774124085.728834000,192.168.159.130,192.168.159.128,TCP,60,40230,4444,1
1774124085.728852100,192.168.159.130,192.168.159.128,TCP,60,40230,5555,1
1774124085.729727800,192.168.159.130,192.168.159.128,TCP,60,40230,31337,1
1774124085.730282100,192.168.159.130,192.168.159.128,TCP,60,40230,5051,1
1774124085.730846600,192.168.159.130,192.168.159.128,TCP,60,40230,5960,1
1774124085.730929500,192.168.159.130,192.168.159.128,TCP,60,40230,4550,1
1774124085.730970600,192.168.159.130,192.168.159.128,TCP,60,40230,28201,1
1774124085.730988800,192.168.159.130,192.168.159.128,TCP,60,40230,3367,1
1774124085.733597500,192.168.159.130,192.168.159.128,TCP,60,40232,7025,1
1774124085.734032500,192.168.159.130,192.168.159.128,TCP,60,40232,5902,1
1774124085.734515900,192.168.159.130,192.168.159.128,TCP,60,40232,6002,1
1774124085.734962200,192.168.159.130,192.168.159.128,TCP,60,40232,8042,1
1774124085.734990500,192.168.159.130,192.168.159.128,TCP,60,40230,49176,1
1774124085.735007900,192.168.159.130,192.168.159.128,TCP,60,40230,5190,1
1774124085.735024500,192.168.159.130,192.168.159.128,TCP,60,40230,1033,1
1774124085.735041500,192.168.159.130,192.168.159.128,TCP,60,40230,3659,1
1774124085.735056200,192.168.159.130,192.168.159.128,TCP,60,40230,8654,1
1774124085.735071200,192.168.159.130,192.168.159.128,TCP,60,40230,4279,1
1774124085.735084900,192.168.159.130,192.168.159.128,TCP,60,40230,50000,1
1774124085.735102900,192.168.159.130,192.168.159.128,TCP,60,40230,3333,1
1774124085.735119500,192.168.159.130,192.168.159.128,TCP,60,40230,32781,1
1774124085.735136400,192.168.159.130,192.168.159.128,TCP,60,40230,1296,1
1774124085.735152900,192.168.159.130,192.168.159.128,TCP,60,40230,1002,1
1774124085.735214400,192.168.159.130,192.168.159.128,TCP,60,40230,9502,1
1774124085.735231100,192.168.159.130,192.168.159.128,TCP,60,40230,1097,1
1774124085.735247700,192.168.159.130,192.168.159.128,TCP,60,40230,2393,1
1774124085.735269800,192.168.159.130,192.168.159.128,TCP,60,40230,1972,1
1774124085.735283900,192.168.159.130,192.168.159.128,TCP,60,40230,2020,1
1774124085.735325700,192.168.159.130,192.168.159.128,TCP,60,40230,2920,1
1774124085.735342400,192.168.159.130,192.168.159.128,TCP,60,40230,1185,1
1774124085.735360000,192.168.159.130,192.168.159.128,TCP,60,40230,1094,1
1774124085.735378700,192.168.159.130,192.168.159.128,TCP,60,40230,16000,1
1774124085.735392700,192.168.159.130,192.168.159.128,TCP,60,40230,1213,1
1774124085.735407000,192.168.159.130,192.168.159.128,TCP,60,40230,1080,1
1774124085.735423200,192.168.159.130,192.168.159.128,TCP,60,40230,10024,1
1774124085.735439600,192.168.159.130,192.168.159.128,TCP,60,40230,3826,1
1774124085.735456500,192.168.159.130,192.168.159.128,TCP,60,40230,3690,1
1774124085.735472600,192.168.159.130,192.168.159.128,TCP,60,40230,1060,1
1774124085.735488700,192.168.159.130,192.168.159.128,TCP,60,40230,306,1
1774124085.735505500,192.168.159.130,192.168.159.128,TCP,60,40230,444,1
1774124085.735522600,192.168.159.130,192.168.159.128,TCP,60,40230,5226,1
1774124085.735539000,192.168.159.130,192.168.159.128,TCP,60,40230,1073,1
1774124085.738838100,192.168.159.130,192.168.159.128,TCP,60,40232,667,1
1774124085.738984400,192.168.159.130,192.168.159.128,TCP,60,40232,54328,1
1774124085.739049500,192.168.159.130,192.168.159.128,TCP,60,40232,57797,1
1774124085.741768500,192.168.159.130,192.168.159.128,TCP,60,40232,16992,1
1774124085.744647700,192.168.159.130,192.168.159.128,TCP,60,40232,8649,1
1774124085.744844900,192.168.159.130,192.168.159.128,TCP,60,40232,5961,1
1774124085.747131300,192.168.159.130,192.168.159.128,TCP,60,40232,3828,1
1774124085.747214400,192.168.159.130,192.168.159.128,TCP,60,40232,1029,1
1774124085.747237300,192.168.159.130,192.168.159.128,TCP,60,40232,1065,1
1774124085.747254400,192.168.159.130,192.168.159.128,TCP,60,40232,8600,1
1774124085.747270800,192.168.159.130,192.168.159.128,TCP,60,40232,3827,1
1774124085.747288200,192.168.159.130,192.168.159.128,TCP,60,40232,765,1
1774124085.812749100,192.168.159.130,192.168.159.128,TCP,60,40232,9618,1
1774124085.815512500,192.168.159.130,192.168.159.128,TCP,60,40232,1862,1
1774124085.817924600,192.168.159.130,192.168.159.128,TCP,60,40232,1038,1
1774124085.820151500,192.168.159.130,192.168.159.128,TCP,60,40232,49161,1
1774124085.822467900,192.168.159.130,192.168.159.128,TCP,60,40232,8100,1
1774124085.822548700,192.168.159.130,192.168.159.128,TCP,60,40230,2046,1
1774124085.822575100,192.168.159.130,192.168.159.128,TCP,60,40230,5200,1
1774124085.824817700,192.168.159.130,192.168.159.128,TCP,60,40232,6007,1
1774124085.824876900,192.168.159.130,192.168.159.128,TCP,60,40232,6788,1
1774124085.824899400,192.168.159.130,192.168.159.128,TCP,60,40232,88,1
1774124085.827208700,192.168.159.130,192.168.159.128,TCP,60,40232,6692,1
1774124085.827294500,192.168.159.130,192.168.159.128,TCP,60,40232,2034,1
1774124085.829586900,192.168.159.130,192.168.159.128,TCP,60,40232,5555,1
1774124085.829642100,192.168.159.130,192.168.159.128,TCP,60,40232,4444,1
1774124085.829663200,192.168.159.130,192.168.159.128,TCP,60,40232,49155,1
1774124085.829681200,192.168.159.130,192.168.159.128,TCP,60,40232,9917,1
1774124085.829702100,192.168.159.130,192.168.159.128,TCP,60,40232,1041,1
1774124085.829723000,192.168.159.130,192.168.159.128,TCP,60,40232,6,1
1774124085.829743000,192.168.159.130,192.168.159.128,TCP,60,40232,3371,1
1774124085.829764100,192.168.159.130,192.168.159.128,TCP,60,40232,512,1
1774124085.829785200,192.168.159.130,192.168.159.128,TCP,60,40232,163,1
1774124085.829803700,192.168.159.130,192.168.159.128,TCP,60,40232,30718,1
1774124085.829821000,192.168.159.130,192.168.159.128,TCP,60,40232,19350,1
1774124085.832012300,192.168.159.130,192.168.159.128,TCP,60,40232,3367,1
1774124085.832073000,192.168.159.130,192.168.159.128,TCP,60,40232,28201,1
1774124085.832093300,192.168.159.130,192.168.159.128,TCP,60,40232,4550,1
1774124085.832113800,192.168.159.130,192.168.159.128,TCP,60,40232,5960,1
1774124085.832192600,192.168.159.130,192.168.159.128,TCP,60,40232,5051,1
1774124085.832314800,192.168.159.130,192.168.159.128,TCP,60,40232,31337,1
1774124085.834505700,192.168.159.130,192.168.159.128,TCP,60,40230,7920,1
1774124085.834555600,192.168.159.130,192.168.159.128,TCP,60,40230,3998,1
1774124085.836740900,192.168.159.130,192.168.159.128,TCP,60,40232,1073,1
1774124085.836782600,192.168.159.130,192.168.159.128,TCP,60,40232,5226,1
1774124085.836807800,192.168.159.130,192.168.159.128,TCP,60,40232,444,1
1774124085.836825500,192.168.159.130,192.168.159.128,TCP,60,40232,306,1
1774124085.836849300,192.168.159.130,192.168.159.128,TCP,60,40232,1060,1
1774124085.836867100,192.168.159.130,192.168.159.128,TCP,60,40232,3690,1
1774124085.836891300,192.168.159.130,192.168.159.128,TCP,60,40232,3826,1
1774124085.836909000,192.168.159.130,192.168.159.128,TCP,60,40232,10024,1
1774124085.836969700,192.168.159.130,192.168.159.128,TCP,60,40232,1080,1
1774124085.837048100,192.168.159.130,192.168.159.128,TCP,60,40232,1213,1
1774124085.837068000,192.168.159.130,192.168.159.128,TCP,60,40232,16000,1
1774124085.837086600,192.168.159.130,192.168.159.128,TCP,60,40232,1094,1
1774124085.837105000,192.168.159.130,192.168.159.128,TCP,60,40232,1185,1
1774124085.837122300,192.168.159.130,192.168.159.128,TCP,60,40232,2920,1
1774124085.837193900,192.168.159.130,192.168.159.128,TCP,60,40232,2020,1
1774124085.837236900,192.168.159.130,192.168.159.128,TCP,60,40232,1972,1
1774124085.837271300,192.168.159.130,192.168.159.128,TCP,60,40232,2393,1
1774124085.837304800,192.168.159.130,192.168.159.128,TCP,60,40232,1097,1
1774124085.837336100,192.168.159.130,192.168.159.128,TCP,60,40232,9502,1
1774124085.837369700,192.168.159.130,192.168.159.128,TCP,60,40232,1002,1
1774124085.837402200,192.168.159.130,192.168.159.128,TCP,60,40232,1296,1
1774124085.837471000,192.168.159.130,192.168.159.128,TCP,60,40232,32781,1
1774124085.837512400,192.168.159.130,192.168.159.128,TCP,60,40232,3333,1
1774124085.837562500,192.168.159.130,192.168.159.128,TCP,60,40232,50000,1
1774124085.837596600,192.168.159.130,192.168.159.128,TCP,60,40232,4279,1
1774124085.837628900,192.168.159.130,192.168.159.128,TCP,60,40232,8654,1
1774124085.837662800,192.168.159.130,192.168.159.128,TCP,60,40232,3659,1
1774124085.837694100,192.168.159.130,192.168.159.128,TCP,60,40232,1033,1
1774124085.837726100,192.168.159.130,192.168.159.128,TCP,60,40232,5190,1
1774124085.837757700,192.168.159.130,192.168.159.128,TCP,60,40232,49176,1
1774124085.837806800,192.168.159.130,192.168.159.128,TCP,60,40230,10215,1
1774124085.837866300,192.168.159.130,192.168.159.128,TCP,60,40230,81,1
1774124085.840173500,192.168.159.130,192.168.159.128,TCP,60,40230,24,1
1774124085.840222500,192.168.159.130,192.168.159.128,TCP,60,40230,1864,1
1774124085.840241700,192.168.159.130,192.168.159.128,TCP,60,40230,7002,1
1774124085.842449400,192.168.159.130,192.168.159.128,TCP,60,40230,49153,1
1774124085.844751600,192.168.159.130,192.168.159.128,TCP,60,40230,4242,1
1774124085.846969200,192.168.159.130,192.168.159.128,TCP,60,40230,3800,1
1774124085.849207900,192.168.159.130,192.168.159.128,TCP,60,40230,106,1
1774124085.849261900,192.168.159.130,192.168.159.128,TCP,60,40230,2196,1
1774124085.849281400,192.168.159.130,192.168.159.128,TCP,60,40230,5986,1
1774124085.849305800,192.168.159.130,192.168.159.128,TCP,60,40230,3001,1
1774124085.849324900,192.168.159.130,192.168.159.128,TCP,60,40230,5001,1
1774124085.849342600,192.168.159.130,192.168.159.128,TCP,60,40230,2111,1
1774124085.912896400,192.168.159.130,192.168.159.128,TCP,60,40230,1971,1
1774124085.915624500,192.168.159.130,192.168.159.128,TCP,60,40230,9050,1
1774124085.918024900,192.168.159.130,192.168.159.128,TCP,60,40230,1085,1
1774124085.920337100,192.168.159.130,192.168.159.128,TCP,60,40230,1078,1
1774124085.922723000,192.168.159.130,192.168.159.128,TCP,60,40230,9009,1
1774124085.925208900,192.168.159.130,192.168.159.128,TCP,60,40232,5200,1
1774124085.925278100,192.168.159.130,192.168.159.128,TCP,60,40232,2046,1
1774124085.925316100,192.168.159.130,192.168.159.128,TCP,60,40230,1070,1
1774124085.925341000,192.168.159.130,192.168.159.128,TCP,60,40230,5925,1
1774124085.925361300,192.168.159.130,192.168.159.128,TCP,60,40230,32779,1
1774124085.927520200,192.168.159.130,192.168.159.128,TCP,60,40230,8383,1
1774124085.927567600,192.168.159.130,192.168.159.128,TCP,60,40230,3370,1
1774124085.929765900,192.168.159.130,192.168.159.128,TCP,60,40230,749,1
1774124085.929826100,192.168.159.130,192.168.159.128,TCP,60,40230,3077,1
1774124085.929849600,192.168.159.130,192.168.159.128,TCP,60,40230,2033,1
1774124085.929871500,192.168.159.130,192.168.159.128,TCP,60,40230,911,1
1774124085.929893000,192.168.159.130,192.168.159.128,TCP,60,40230,90,1
1774124085.932091000,192.168.159.130,192.168.159.128,TCP,60,40230,417,1
1774124085.932147400,192.168.159.130,192.168.159.128,TCP,60,40230,211,1
1774124085.932175700,192.168.159.130,192.168.159.128,TCP,60,40230,1096,1
1774124085.932295400,192.168.159.130,192.168.159.128,TCP,60,40230,3300,1
1774124085.932379900,192.168.159.130,192.168.159.128,TCP,60,40230,1218,1
1774124085.932425500,192.168.159.130,192.168.159.128,TCP,60,40230,7938,1
1774124085.932464400,192.168.159.130,192.168.159.128,TCP,60,40230,125,1
1774124085.934661900,192.168.159.130,192.168.159.128,TCP,60,40232,3998,1
1774124085.934711600,192.168.159.130,192.168.159.128,TCP,60,40232,7920,1
1774124085.934740800,192.168.159.130,192.168.159.128,TCP,60,40230,61900,1
1774124085.934762600,192.168.159.130,192.168.159.128,TCP,60,40230,9503,1
1774124085.934780600,192.168.159.130,192.168.159.128,TCP,60,40230,49163,1
1774124085.934800500,192.168.159.130,192.168.159.128,TCP,60,40230,3268,1
1774124085.934818400,192.168.159.130,192.168.159.128,TCP,60,40230,2366,1
1774124085.937019300,192.168.159.130,192.168.159.128,TCP,60,40230,1054,1
1774124085.937422700,192.168.159.130,192.168.159.128,TCP,60,40230,4004,1
1774124085.937571800,192.168.159.130,192.168.159.128,TCP,60,40230,481,1
1774124085.937697400,192.168.159.130,192.168.159.128,TCP,60,40230,5666,1
1774124085.937771600,192.168.159.130,192.168.159.128,TCP,60,40230,24800,1
1774124085.937847600,192.168.159.130,192.168.159.128,TCP,60,40230,1,1
1774124085.937916900,192.168.159.130,192.168.159.128,TCP,60,40230,32777,1
1774124085.937940000,192.168.159.130,192.168.159.128,TCP,60,40230,2144,1
1774124085.937962200,192.168.159.130,192.168.159.128,TCP,60,40230,5800,1
