time,src_ip,dst_ip,protocol,length,src_port,dst_port,label
1774124084.934057500,192.168.159.130,192.168.159.128,TCP,60,40232,9110,1
1774124084.934079300,192.168.159.130,192.168.159.128,TCP,60,40232,2608,1
1774124084.934100000,192.168.159.130,192.168.159.128,TCP,60,40232,5560,1
1774124085.010407100,192.168.159.130,192.168.159.128,TCP,60,40232,2161,1
1774124085.010611400,192.168.159.130,192.168.159.128,TCP,60,40232,9944,1
1774124085.010640500,192.168.159.130,192.168.159.128,TCP,60,40232,3809,1
1774124085.010662800,192.168.159.130,192.168.159.128,TCP,60,40232,49154,1
1774124085.010685400,192.168.159.130,192.168.159.128,TCP,60,40232,10243,1
1774124085.010713500,192.168.159.130,192.168.159.128,TCP,60,40230,1556,1
1774124085.010733700,192.168.159.130,192.168.159.128,TCP,60,40230,8084,1
1774124085.012975300,192.168.159.130,192.168.159.128,TCP,60,40232,515,1
1774124085.013083700,192.168.159.130,192.168.159.128,TCP,60,40232,8800,1
1774124085.013105100,192.168.159.130,192.168.159.128,TCP,60,40232,2500,1
1774124085.013126500,192.168.159.130,192.168.159.128,TCP,60,40232,8443,1
1774124085.013144300,192.168.159.130,192.168.159.128,TCP,60,40232,25734,1
1774124085.013249000,192.168.159.130,192.168.159.128,TCP,60,40232,8088,1
1774124085.013309900,192.168.159.130,192.168.159.128,TCP,60,40232,8086,1
1774124085.013339400,192.168.159.130,192.168.159.128,TCP,60,40232,1322,1
1774124085.013364400,192.168.159.130,192.168.159.128,TCP,60,40232,8333,1
1774124085.013387100,192.168.159.130,192.168.159.128,TCP,60,40232,1113,1
1774124085.013411700,192.168.159.130,192.168.159.128,TCP,60,40232,3211,1
1774124085.013436400,192.168.159.130,192.168.159.128,TCP,60,40232,9011,1
1774124085.013461000,192.168.159.130,192.168.159.128,TCP,60,40232,8290,1
1774124085.013486400,192.168.159.130,192.168.159.128,TCP,60,40232,4129,1
1774124085.013510700,192.168.159.130,192.168.159.128,TCP,60,40232,9535,1
1774124085.013531800,192.168.159.130,192.168.159.128,TCP,60,40232,981,1
1774124085.013550600,192.168.159.130,192.168.159.128,TCP,60,40232,20005,1
1774124085.013569300,192.168.159.130,192.168.159.128,TCP,60,40232,4567,1
1774124085.013586500,192.168.159.130,192.168.159.128,TCP,60,40232,3325,1
1774124085.013606300,192.168.159.130,192.168.159.128,TCP,60,40232,5500,1
1774124085.013625000,192.168.159.130,192.168.159.128,TCP,60,40232,15000,1
1774124085.013646100,192.168.159.130,192.168.159.128,TCP,60,40232,3324,1
1774124085.013666600,192.168.159.130,192.168.159.128,TCP,60,40232,1119,1
1774124085.013686600,192.168.159.130,192.168.159.128,TCP,60,40232,20828,1
1774124085.013715900,192.168.159.130,192.168.159.128,TCP,60,40232,3945,1
1774124085.013736100,192.168.159.130,192.168.159.128,TCP,60,40232,34571,1
1774124085.013755900,192.168.159.130,192.168.159.128,TCP,60,40232,16001,1
1774124085.013775700,192.168.159.130,192.168.159.128,TCP,60,40232,1580,1
1774124085.013795900,192.168.159.130,192.168.159.128,TCP,60,40232,8090,1
1774124085.013816100,192.168.159.130,192.168.159.128,TCP,60,40232,3995,1
1774124085.013836900,192.168.159.130,192.168.159.128,TCP,60,40232,5550,1
1774124085.013859200,192.168.159.130,192.168.159.128,TCP,60,40232,6580,1
1774124085.013880900,192.168.159.130,192.168.159.128,TCP,60,40232,4998,1
1774124085.013902800,192.168.159.130,192.168.159.128,TCP,60,40232,464,1
1774124085.013924400,192.168.159.130,192.168.159.128,TCP,60,40232,1058,1
1774124085.013947300,192.168.159.130,192.168.159.128,TCP,60,40232,700,1
1774124085.013978100,192.168.159.130,192.168.159.128,TCP,60,40232,3128,1
1774124085.013999400,192.168.159.130,192.168.159.128,TCP,60,40232,3261,1
1774124085.014052100,192.168.159.130,192.168.159.128,TCP,60,40232,2875,1
1774124085.014075900,192.168.159.130,192.168.159.128,TCP,60,40232,7000,1
1774124085.014099900,192.168.159.130,192.168.159.128,TCP,60,40232,7100,1
1774124085.014121900,192.168.159.130,192.168.159.128,TCP,60,40232,32773,1
1774124085.014145100,192.168.159.130,192.168.159.128,TCP,60,40232,4005,1
1774124085.016429000,192.168.159.130,192.168.159.128,TCP,60,40232,49400,1
1774124085.016538900,192.168.159.130,192.168.159.128,TCP,60,40232,1216,1
1774124085.016594400,192.168.159.130,192.168.159.128,TCP,60,40232,8021,1
1774124085.016634200,192.168.159.130,192.168.159.128,TCP,60,40232,3369,1
1774124085.016670700,192.168.159.130,192.168.159.128,TCP,60,40232,41511,1
1774124085.016707200,192.168.159.130,192.168.159.128,TCP,60,40232,5120,1
1774124085.016742000,192.168.159.130,192.168.159.128,TCP,60,40232,1433,1
1774124085.016775900,192.168.159.130,192.168.159.128,TCP,60,40232,9968,1
1774124085.016873000,192.168.159.130,192.168.159.128,TCP,60,40232,2869,1
1774124085.016915700,192.168.159.130,192.168.159.128,TCP,60,40230,20031,1
1774124085.019107000,192.168.159.130,192.168.159.128,TCP,60,40230,6969,1
1774124085.021340100,192.168.159.130,192.168.159.128,TCP,60,40230,8085,1
1774124085.021430100,192.168.159.130,192.168.159.128,TCP,60,40230,79,1
1774124085.023647300,192.168.159.130,192.168.159.128,TCP,60,40230,3,1
1774124085.025865000,192.168.159.130,192.168.159.128,TCP,60,40230,2038,1
1774124085.028248600,192.168.159.130,192.168.159.128,TCP,60,40230,52822,1
1774124085.030617400,192.168.159.130,192.168.159.128,TCP,60,40230,55555,1
1774124085.032869400,192.168.159.130,192.168.159.128,TCP,60,40230,64680,1
1774124085.032936200,192.168.159.130,192.168.159.128,TCP,60,40230,1108,1
1774124085.035216900,192.168.159.130,192.168.159.128,TCP,60,40230,1198,1
1774124085.035284400,192.168.159.130,192.168.159.128,TCP,60,40230,1126,1
1774124085.035369700,192.168.159.130,192.168.159.128,TCP,60,40230,1035,1
1774124085.035422400,192.168.159.130,192.168.159.128,TCP,60,40230,3851,1
1774124085.035471000,192.168.159.130,192.168.159.128,TCP,60,40230,2065,1
1774124085.035505800,192.168.159.130,192.168.159.128,TCP,60,40230,3920,1
1774124085.110656600,192.168.159.130,192.168.159.128,TCP,60,40230,13782,1
1774124085.113126500,192.168.159.130,192.168.159.128,TCP,60,40232,8084,1
1774124085.113185500,192.168.159.130,192.168.159.128,TCP,60,40232,1556,1
1774124085.113213600,192.168.159.130,192.168.159.128,TCP,60,40230,1461,1
1774124085.113235400,192.168.159.130,192.168.159.128,TCP,60,40230,3476,1
1774124085.113253400,192.168.159.130,192.168.159.128,TCP,60,40230,6565,1
1774124085.113269900,192.168.159.130,192.168.159.128,TCP,60,40230,2047,1
1774124085.113291800,192.168.159.130,192.168.159.128,TCP,60,40230,6839,1
1774124085.115427500,192.168.159.130,192.168.159.128,TCP,60,40230,873,1
1774124085.115489200,192.168.159.130,192.168.159.128,TCP,60,40230,8031,1
1774124085.115529100,192.168.159.130,192.168.159.128,TCP,60,40230,1688,1
1774124085.115546600,192.168.159.130,192.168.159.128,TCP,60,40230,2126,1
1774124085.115567200,192.168.159.130,192.168.159.128,TCP,60,40230,4003,1
1774124085.115587300,192.168.159.130,192.168.159.128,TCP,60,40230,2008,1
1774124085.115606200,192.168.159.130,192.168.159.128,TCP,60,40230,9040,1
1774124085.115674200,192.168.159.130,192.168.159.128,TCP,60,40230,16993,1
1774124085.115729600,192.168.159.130,192.168.159.128,TCP,60,40230,2007,1
1774124085.115752400,192.168.159.130,192.168.159.128,TCP,60,40230,1022,1
1774124085.115771900,192.168.159.130,192.168.159.128,TCP,60,40230,3390,1
1774124085.115790600,192.168.159.130,192.168.159.128,TCP,60,40230,406,1
1774124085.115812600,192.168.159.130,192.168.159.128,TCP,60,40230,2811,1
1774124085.115830400,192.168.159.130,192.168.159.128,TCP,60,40230,1721,1
1774124085.115849900,192.168.159.130,192.168.159.128,TCP,60,40230,987,1
1774124085.115870100,192.168.159.130,192.168.159.128,TCP,60,40230,9207,1
1774124085.115887500,192.168.159.130,192.168.159.128,TCP,60,40230,3880,1
1774124085.115912100,192.168.159.130,192.168.159.128,TCP,60,40230,50006,1
1774124085.115931900,192.168.159.130,192.168.159.128,TCP,60,40230,3301,1
1774124085.115949500,192.168.159.130,192.168.159.128,TCP,60,40230,1061,1
1774124085.115970000,192.168.159.130,192.168.159.128,TCP,60,40230,1030,1
1774124085.115989800,192.168.159.130,192.168.159.128,TCP,60,40230,1183,1
1774124085.116010500,192.168.159.130,192.168.159.128,TCP,60,40230,8083,1
1774124085.116030800,192.168.159.130,192.168.159.128,TCP,60,40230,1056,1
1774124085.116051300,192.168.159.130,192.168.159.128,TCP,60,40230,1044,1
1774124085.116072800,192.168.159.130,192.168.159.128,TCP,60,40230,1032,1
1774124085.116093700,192.168.159.130,192.168.159.128,TCP,60,40230,2005,1
1774124085.116113700,192.168.159.130,192.168.159.128,TCP,60,40230,2967,1
1774124085.116134400,192.168.159.130,192.168.159.128,TCP,60,40230,1042,1
1774124085.116155200,192.168.159.130,192.168.159.128,TCP,60,40230,1095,1
1774124085.116174900,192.168.159.130,192.168.159.128,TCP,60,40230,902,1
1774124085.116204500,192.168.159.130,192.168.159.128,TCP,60,40230,109,1
1774124085.116227500,192.168.159.130,192.168.159.128,TCP,60,40230,787,1
1774124085.116248900,192.168.159.130,192.168.159.128,TCP,60,40230,10616,1
1774124085.116281000,192.168.159.130,192.168.159.128,TCP,60,40230,55600,1
1774124085.116306300,192.168.159.130,192.168.159.128,TCP,60,40230,12345,1
1774124085.116336100,192.168.159.130,192.168.159.128,TCP,60,40230,32772,1
1774124085.116359900,192.168.159.130,192.168.159.128,TCP,60,40230,1999,1
1774124085.116383500,192.168.159.130,192.168.159.128,TCP,60,40230,2909,1
1774124085.116407400,192.168.159.130,192.168.159.128,TCP,60,40230,4045,1
1774124085.116430400,192.168.159.130,192.168.159.128,TCP,60,40230,19780,1
1774124085.116454200,192.168.159.130,192.168.159.128,TCP,60,40230,5718,1
1774124085.118612700,192.168.159.130,192.168.159.128,TCP,60,40232,20031,1
1774124085.118666300,192.168.159.130,192.168.159.128,TCP,60,40230,726,1
1774124085.118685300,192.168.159.130,192.168.159.128,TCP,60,40230,49156,1
1774124085.118702700,192.168.159.130,192.168.159.128,TCP,60,40230,8300,1
1774124085.118786500,192.168.159.130,192.168.159.128,TCP,60,40230,5903,1
1774124085.118810500,192.168.159.130,192.168.159.128,TCP,60,40230,5801,1
1774124085.118831800,192.168.159.130,192.168.159.128,TCP,60,40230,1935,1
1774124085.118852800,192.168.159.130,192.168.159.128,TCP,60,40230,1141,1
1774124085.118875300,192.168.159.130,192.168.159.128,TCP,60,40230,1114,1
1774124085.118896700,192.168.159.130,192.168.159.128,TCP,60,40230,2492,1
1774124085.121171100,192.168.159.130,192.168.159.128,TCP,60,40232,6969,1
1774124085.123437400,192.168.159.130,192.168.159.128,TCP,60,40232,79,1
1774124085.123494100,192.168.159.130,192.168.159.128,TCP,60,40232,8085,1
1774124085.125721700,192.168.159.130,192.168.159.128,TCP,60,40232,3,1
1774124085.128073400,192.168.159.130,192.168.159.128,TCP,60,40232,2038,1
1774124085.130289900,192.168.159.130,192.168.159.128,TCP,60,40232,52822,1
1774124085.132489200,192.168.159.130,192.168.159.128,TCP,60,40232,55555,1
1774124085.134821600,192.168.159.130,192.168.159.128,TCP,60,40232,1108,1
1774124085.134880200,192.168.159.130,192.168.159.128,TCP,60,40232,64680,1
1774124085.137083600,192.168.159.130,192.168.159.128,TCP,60,40232,3920,1
1774124085.137145100,192.168.159.130,192.168.159.128,TCP,60,40232,2065,1
1774124085.137168100,192.168.159.130,192.168.159.128,TCP,60,40232,3851,1
1774124085.137187300,192.168.159.130,192.168.159.128,TCP,60,40232,1035,1
1774124085.137210200,192.168.159.130,192.168.159.128,TCP,60,40232,1126,1
1774124085.137229100,192.168.159.130,192.168.159.128,TCP,60,40232,1198,1
1774124085.210932900,192.168.159.130,192.168.159.128,TCP,60,40232,13782,1
1774124085.213358000,192.168.159.130,192.168.159.128,TCP,60,40232,2047,1
1774124085.213410700,192.168.159.130,192.168.159.128,TCP,60,40232,6565,1
1774124085.214827600,192.168.159.130,192.168.159.128,TCP,60,40232,3476,1
1774124085.214920100,192.168.159.130,192.168.159.128,TCP,60,40232,1461,1
1774124085.214955000,192.168.159.130,192.168.159.128,TCP,60,40230,1309,1
1774124085.214979500,192.168.159.130,192.168.159.128,TCP,60,40230,49157,1
1774124085.217221200,192.168.159.130,192.168.159.128,TCP,60,40232,5718,1
1774124085.217277000,192.168.159.130,192.168.159.128,TCP,60,40232,19780,1
1774124085.217297800,192.168.159.130,192.168.159.128,TCP,60,40232,4045,1
1774124085.217319600,192.168.159.130,192.168.159.128,TCP,60,40232,2909,1
1774124085.217341200,192.168.159.130,192.168.159.128,TCP,60,40232,1999,1
1774124085.217360000,192.168.159.130,192.168.159.128,TCP,60,40232,32772,1
1774124085.217378100,192.168.159.130,192.168.159.128,TCP,60,40232,12345,1
1774124085.217396600,192.168.159.130,192.168.159.128,TCP,60,40232,55600,1
1774124085.217414100,192.168.159.130,192.168.159.128,TCP,60,40232,10616,1
1774124085.217435900,192.168.159.130,192.168.159.128,TCP,60,40232,787,1
1774124085.217455000,192.168.159.130,192.168.159.128,TCP,60,40232,109,1
1774124085.217473600,192.168.159.130,192.168.159.128,TCP,60,40232,902,1
1774124085.217496600,192.168.159.130,192.168.159.128,TCP,60,40232,1095,1
1774124085.217517500,192.168.159.130,192.168.159.128,TCP,60,40232,1042,1
1774124085.217542700,192.168.159.130,192.168.159.128,TCP,60,40232,2967,1
1774124085.217564300,192.168.159.130,192.168.159.128,TCP,60,40232,2005,1
1774124085.217595400,192.168.159.130,192.168.159.128,TCP,60,40232,1032,1
1774124085.217613100,192.168.159.130,192.168.159.128,TCP,60,40232,1044,1
1774124085.217639400,192.168.159.130,192.168.159.128,TCP,60,40232,1056,1
1774124085.217658200,192.168.159.130,192.168.159.128,TCP,60,40232,8083,1
1774124085.217679700,192.168.159.130,192.168.159.128,TCP,60,40232,1183,1
1774124085.217698400,192.168.159.130,192.168.159.128,TCP,60,40232,1030,1
1774124085.217717400,192.168.159.130,192.168.159.128,TCP,60,40232,1061,1
1774124085.217737600,192.168.159.130,192.168.159.128,TCP,60,40232,3301,1
1774124085.217760000,192.168.159.130,192.168.159.128,TCP,60,40232,50006,1
1774124085.217781900,192.168.159.130,192.168.159.128,TCP,60,40232,3880,1
1774124085.217803800,192.168.159.130,192.168.159.128,TCP,60,40232,9207,1
1774124085.217826600,192.168.159.130,192.168.159.128,TCP,60,40232,987,1
1774124085.217847300,192.168.159.130,192.168.159.128,TCP,60,40232,1721,1
1774124085.217868300,192.168.159.130,192.168.159.128,TCP,60,40232,2811,1
1774124085.217889800,192.168.159.130,192.168.159.128,TCP,60,40232,406,1
1774124085.217917400,192.168.159.130,192.168.159.128,TCP,60,40232,3390,1
1774124085.217939100,192.168.159.130,192.168.159.128,TCP,60,40232,1022,1
1774124085.217960900,192.168.159.130,192.168.159.128,TCP,60,40232,2007,1
1774124085.218005100,192.168.159.130,192.168.159.128,TCP,60,40232,16993,1
1774124085.218077100,192.168.159.130,192.168.159.128,TCP,60,40232,9040,1
1774124085.218108000,192.168.159.130,192.168.159.128,TCP,60,40232,2008,1
1774124085.218137000,192.168.159.130,192.168.159.128,TCP,60,40232,4003,1
1774124085.218162700,192.168.159.130,192.168.159.128,TCP,60,40232,2126,1
1774124085.218188600,192.168.159.130,192.168.159.128,TCP,60,40232,1688,1
1774124085.218214500,192.168.159.130,192.168.159.128,TCP,60,40232,8031,1
1774124085.218239900,192.168.159.130,192.168.159.128,TCP,60,40232,873,1
1774124085.218264300,192.168.159.130,192.168.159.128,TCP,60,40232,6839,1
1774124085.220475800,192.168.159.130,192.168.159.128,TCP,60,40232,2492,1
1774124085.220529200,192.168.159.130,192.168.159.128,TCP,60,40232,1114,1
1774124085.220550900,192.168.159.130,192.168.159.128,TCP,60,40232,1141,1
1774124085.220568900,192.168.159.130,192.168.159.128,TCP,60,40232,1935,1
1774124085.220587600,192.168.159.130,192.168.159.128,TCP,60,40232,5801,1
1774124085.220623900,192.168.159.130,192.168.159.128,TCP,60,40232,5903,1
1774124085.220687700,192.168.159.130,192.168.159.128,TCP,60,40232,8300,1
1774124085.220720000,192.168.159.130,192.168.159.128,TCP,60,40232,49156,1
1774124085.220740500,192.168.159.130,192.168.159.128,TCP,60,40232,726,1
1774124085.220763100,192.168.159.130,192.168.159.128,TCP,60,40230,27352,1
1774124085.222941600,192.168.159.130,192.168.159.128,TCP,60,40230,32778,1
1774124085.225156800,192.168.159.130,192.168.159.128,TCP,60,40230,1104,1
1774124085.225204300,192.168.159.130,192.168.159.128,TCP,60,40230,19,1
1774124085.227411800,192.168.159.130,192.168.159.128,TCP,60,40230,901,1
1774124085.229636100,192.168.159.130,192.168.159.128,TCP,60,40230,683,1
1774124085.231923600,192.168.159.130,192.168.159.128,TCP,60,40230,1187,1
1774124085.234153400,192.168.159.130,192.168.159.128,TCP,60,40230,10004,1
1774124085.236366500,192.168.159.130,192.168.159.128,TCP,60,40230,119,1
1774124085.236421000,192.168.159.130,192.168.159.128,TCP,60,40230,9418,1
1774124085.238649500,192.168.159.130,192.168.159.128,TCP,60,40230,32770,1
1774124085.238705100,192.168.159.130,192.168.159.128,TCP,60,40230,3030,1
1774124085.238729200,192.168.159.130,192.168.159.128,TCP,60,40230,32771,1
1774124085.238748300,192.168.159.130,192.168.159.128,TCP,60,40230,10566,1
1774124085.238769000,192.168.159.130,192.168.159.128,TCP,60,40230,24444,1
1774124085.238789800,192.168.159.130,192.168.159.128,TCP,60,40230,593,1
1774124085.311269500,192.168.159.130,192.168.159.128,TCP,60,40230,1443,1
1774124085.313847200,192.168.159.130,192.168.159.128,TCP,60,40230,2701,1
1774124085.313920700,192.168.159.130,192.168.159.128,TCP,60,40230,7512,1
1774124085.313945700,192.168.159.130,192.168.159.128,TCP,60,40230,6669,1
1774124085.316169300,192.168.159.130,192.168.159.128,TCP,60,40232,49157,1
1774124085.316233100,192.168.159.130,192.168.159.128,TCP,60,40232,1309,1
1774124085.316259100,192.168.159.130,192.168.159.128,TCP,60,40230,1068,1
1774124085.318475400,192.168.159.130,192.168.159.128,TCP,60,40230,1037,1
1774124085.318541600,192.168.159.130,192.168.159.128,TCP,60,40230,7625,1
1774124085.318569300,192.168.159.130,192.168.159.128,TCP,60,40230,4006,1
1774124085.318648100,192.168.159.130,192.168.159.128,TCP,60,40230,1840,1
1774124085.318666900,192.168.159.130,192.168.159.128,TCP,60,40230,545,1
1774124085.318686800,192.168.159.130,192.168.159.128,TCP,60,40230,4224,1
1774124085.318704200,192.168.159.130,192.168.159.128,TCP,60,40230,5678,1
1774124085.318721800,192.168.159.130,192.168.159.128,TCP,60,40230,1034,1
1774124085.318743100,192.168.159.130,192.168.159.128,TCP,60,40230,50800,1
1774124085.318763900,192.168.159.130,192.168.159.128,TCP,60,40230,1072,1
1774124085.318785600,192.168.159.130,192.168.159.128,TCP,60,40230,8899,1
1774124085.318825800,192.168.159.130,192.168.159.128,TCP,60,40230,1102,1
1774124085.318848200,192.168.159.130,192.168.159.128,TCP,60,40230,33,1
1774124085.318873900,192.168.159.130,192.168.159.128,TCP,60,40230,52848,1
1774124085.318899700,192.168.159.130,192.168.159.128,TCP,60,40230,55055,1
1774124085.318926200,192.168.159.130,192.168.159.128,TCP,60,40230,1718,1
1774124085.318953900,192.168.159.130,192.168.159.128,TCP,60,40230,1783,1
1774124085.318980400,192.168.159.130,192.168.159.128,TCP,60,40230,1163,1
1774124085.319008300,192.168.159.130,192.168.159.128,TCP,60,40230,1098,1
1774124085.319029200,192.168.159.130,192.168.159.128,TCP,60,40230,10010,1
1774124085.319052300,192.168.159.130,192.168.159.128,TCP,60,40230,1053,1
1774124085.319080000,192.168.159.130,192.168.159.128,TCP,60,40230,2021,1
1774124085.319106700,192.168.159.130,192.168.159.128,TCP,60,40230,513,1
1774124085.319129900,192.168.159.130,192.168.159.128,TCP,60,40230,2045,1
1774124085.319152000,192.168.159.130,192.168.159.128,TCP,60,40230,1164,1
1774124085.319177200,192.168.159.130,192.168.159.128,TCP,60,40230,3011,1
1774124085.319200100,192.168.159.130,192.168.159.128,TCP,60,40230,5633,1
1774124085.319222200,192.168.159.130,192.168.159.128,TCP,60,40230,5080,1
1774124085.319249400,192.168.159.130,192.168.159.128,TCP,60,40230,2001,1
1774124085.319276000,192.168.159.130,192.168.159.128,TCP,60,40230,2006,1
1774124085.319331300,192.168.159.130,192.168.159.128,TCP,60,40230,2040,1
1774124085.319357300,192.168.159.130,192.168.159.128,TCP,60,40230,2998,1
1774124085.319379500,192.168.159.130,192.168.159.128,TCP,60,40230,1455,1
1774124085.319403300,192.168.159.130,192.168.159.128,TCP,60,40230,1169,1
1774124085.319428100,192.168.159.130,192.168.159.128,TCP,60,40230,6106,1
1774124085.319454600,192.168.159.130,192.168.159.128,TCP,60,40230,1009,1
1774124085.319476300,192.168.159.130,192.168.159.128,TCP,60,40230,5357,1
1774124085.319498300,192.168.159.130,192.168.159.128,TCP,60,40230,1039,1
1774124085.319522100,192.168.159.130,192.168.159.128,TCP,60,40230,366,1
1774124085.319544900,192.168.159.130,192.168.159.128,TCP,60,40230,7070,1
1774124085.319565900,192.168.159.130,192.168.159.128,TCP,60,40230,22939,1
1774124085.319591100,192.168.159.130,192.168.159.128,TCP,60,40230,8082,1
1774124085.319628900,192.168.159.130,192.168.159.128,TCP,60,40230,33354,1
1774124085.321964200,192.168.159.130,192.168.159.128,TCP,60,40232,27352,1
1774124085.322248100,192.168.159.130,192.168.159.128,TCP,60,40230,6025,1
1774124085.322300100,192.168.159.130,192.168.159.128,TCP,60,40230,3869,1
1774124085.322321600,192.168.159.130,192.168.159.128,TCP,60,40230,8081,1
1774124085.322340600,192.168.159.130,192.168.159.128,TCP,60,40230,7911,1
1774124085.322357500,192.168.159.130,192.168.159.128,TCP,60,40230,5000,1
1774124085.322375600,192.168.159.130,192.168.159.128,TCP,60,40230,144,1
1774124085.322394100,192.168.159.130,192.168.159.128,TCP,60,40230,1311,1
1774124085.322414300,192.168.159.130,192.168.159.128,TCP,60,40230,2068,1
1774124085.322435300,192.168.159.130,192.168.159.128,TCP,60,40230,4443,1
1774124085.324643400,192.168.159.130,192.168.159.128,TCP,60,40232,32778,1
1774124085.326883200,192.168.159.130,192.168.159.128,TCP,60,40232,19,1
1774124085.326947600,192.168.159.130,192.168.159.128,TCP,60,40232,1104,1
1774124085.329280500,192.168.159.130,192.168.159.128,TCP,60,40232,901,1
1774124085.331536400,192.168.159.130,192.168.159.128,TCP,60,40232,683,1
1774124085.333737000,192.168.159.130,192.168.159.128,TCP,60,40232,1187,1
1774124085.335995300,192.168.159.130,192.168.159.128,TCP,60,40232,10004,1
1774124085.338250000,192.168.159.130,192.168.159.128,TCP,60,40232,9418,1
1774124085.338312500,192.168.159.130,192.168.159.128,TCP,60,40232,119,1
1774124085.340542300,192.168.159.130,192.168.159.128,TCP,60,40232,593,1
1774124085.340591200,192.168.159.130,192.168.159.128,TCP,60,40232,24444,1
1774124085.340615500,192.168.159.130,192.168.159.128,TCP,60,40232,10566,1
1774124085.340633900,192.168.159.130,192.168.159.128,TCP,60,40232,32771,1
1774124085.340651700,192.168.159.130,192.168.159.128,TCP,60,40232,3030,1
1774124085.340686900,192.168.159.130,192.168.159.128,TCP,60,40232,32770,1
1774124085.411457400,192.168.159.130,192.168.159.128,TCP,60,40232,1443,1
1774124085.413968400,192.168.159.130,192.168.159.128,TCP,60,40232,7512,1
1774124085.414014100,192.168.159.130,192.168.159.128,TCP,60,40232,2701,1
1774124085.416464700,192.168.159.130,192.168.159.128,TCP,60,40232,1068,1
1774124085.416531300,192.168.159.130,192.168.159.128,TCP,60,40232,6669,1
1774124085.416628400,192.168.159.130,192.168.159.128,TCP,60,40230,7007,1
1774124085.416684000,192.168.159.130,192.168.159.128,TCP,60,40230,8087,1
1774124085.418928400,192.168.159.130,192.168.159.128,TCP,60,40232,52848,1
1774124085.418967600,192.168.159.130,192.168.159.128,TCP,60,40232,33,1
1774124085.418983900,192.168.159.130,192.168.159.128,TCP,60,40232,1102,1
1774124085.418997900,192.168.159.130,192.168.159.128,TCP,60,40232,8899,1
1774124085.419011400,192.168.159.130,192.168.159.128,TCP,60,40232,1072,1
1774124085.419028700,192.168.159.130,192.168.159.128,TCP,60,40232,50800,1
1774124085.419042900,192.168.159.130,192.168.159.128,TCP,60,40232,1034,1
1774124085.419061300,192.168.159.130,192.168.159.128,TCP,60,40232,5678,1
1774124085.419076900,192.168.159.130,192.168.159.128,TCP,60,40232,4224,1
1774124085.419090900,192.168.159.130,192.168.159.128,TCP,60,40232,545,1
1774124085.419104500,192.168.159.130,192.168.159.128,TCP,60,40232,1840,1
1774124085.419117800,192.168.159.130,192.168.159.128,TCP,60,40232,4006,1
1774124085.419131200,192.168.159.130,192.168.159.128,TCP,60,40232,7625,1
1774124085.419144500,192.168.159.130,192.168.159.128,TCP,60,40232,1037,1
1774124085.421428100,192.168.159.130,192.168.159.128,TCP,60,40232,33354,1
1774124085.421565900,192.168.159.130,192.168.159.128,TCP,60,40232,8082,1
1774124085.421662700,192.168.159.130,192.168.159.128,TCP,60,40232,22939,1
1774124085.421690800,192.168.159.130,192.168.159.128,TCP,60,40232,7070,1
1774124085.421711700,192.168.159.130,192.168.159.128,TCP,60,40232,366,1
1774124085.421731800,192.168.159.130,192.168.159.128,TCP,60,40232,1039,1
1774124085.421751800,192.168.159.130,192.168.159.128,TCP,60,40232,5357,1
1774124085.421872200,192.168.159.130,192.168.159.128,TCP,60,40232,1009,1
1774124085.422245500,192.168.159.130,192.168.159.128,TCP,60,40232,6106,1
1774124085.422370700,192.168.159.130,192.168.159.128,TCP,60,40232,1169,1
1774124085.422715400,192.168.159.130,192.168.159.128,TCP,60,40232,1455,1
1774124085.422768300,192.168.159.130,192.168.159.128,TCP,60,40232,2998,1
1774124085.422814700,192.168.159.130,192.168.159.128,TCP,60,40232,2040,1
1774124085.422853800,192.168.159.130,192.168.159.128,TCP,60,40232,2006,1
1774124085.422892300,192.168.159.130,192.168.159.128,TCP,60,40232,2001,1
1774124085.422928400,192.168.159.130,192.168.159.128,TCP,60,40232,5080,1
1774124085.422964200,192.168.159.130,192.168.159.128,TCP,60,40232,5633,1
1774124085.423009400,192.168.159.130,192.168.159.128,TCP,60,40232,3011,1
1774124085.423051600,192.168.159.130,192.168.159.128,TCP,60,40232,1164,1
1774124085.423085800,192.168.159.130,192.168.159.128,TCP,60,40232,2045,1
1774124085.423121200,192.168.159.130,192.168.159.128,TCP,60,40232,513,1
1774124085.423158000,192.168.159.130,192.168.159.128,TCP,60,40232,2021,1
1774124085.423224400,192.168.159.130,192.168.159.128,TCP,60,40232,1053,1
1774124085.423276100,192.168.159.130,192.168.159.128,TCP,60,40232,10010,1
1774124085.423396500,192.168.159.130,192.168.159.128,TCP,60,40232,1098,1
1774124085.423446500,192.168.159.130,192.168.159.128,TCP,60,40232,1163,1
1774124085.423486700,192.168.159.130,192.168.159.128,TCP,60,40232,1783,1
1774124085.423522100,192.168.159.130,192.168.159.128,TCP,60,40232,1718,1
1774124085.423556700,192.168.159.130,192.168.159.128,TCP,60,40232,55055,1
1774124085.425763500,192.168.159.130,192.168.159.128,TCP,60,40232,4443,1
1774124085.425847600,192.168.159.130,192.168.159.128,TCP,60,40232,2068,1
1774124085.425909600,192.168.159.130,192.168.159.128,TCP,60,40232,1311,1
1774124085.425988300,192.168.159.130,192.168.159.128,TCP,60,40232,144,1
1774124085.426025300,192.168.159.130,192.168.159.128,TCP,60,40232,5000,1
1774124085.426059900,192.168.159.130,192.168.159.128,TCP,60,40232,7911,1
